,crime,number,date,location,beat,neighborhood,npu,lat,long
10362,LARCENY-FROM VEHICLE,132911631,10/18/2013,1709 HOWELL MILL RD NW,204,Berkeley Park,D,33.80089,-84.41528
10363,LARCENY-FROM VEHICLE,132911640,10/18/2013,250 10TH ST NE,502,Midtown,E,33.78218,-84.37867
10364,LARCENY-FROM VEHICLE,132911674,10/18/2013,2275 JOSEPH E BOONE BLVD NW,108,Center Hill,J,33.76632,-84.46151
10365,LARCENY-FROM VEHICLE,132911687,10/18/2013,981 JOSEPH E LOWERY BLVD NW,103,English Avenue,L,33.78114,-84.4172
10366,ROBBERY-PEDESTRIAN,132911704,10/18/2013,2849 BROWNS MILL RD SE,312,Glenrose Heights,Z,33.67703,-84.38446
10367,AUTO THEFT,132911727,10/18/2013,250 PHARR RD NE,206,Buckhead Village,B,33.83732,-84.3786
10368,LARCENY-FROM VEHICLE,132911728,10/18/2013,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,206,Peachtree Heights West,B,33.83399,-84.3841
10369,LARCENY-FROM VEHICLE,132911745,10/18/2013,2277 PEACHTREE RD NE,211,,E,33.81595,-84.39051
10370,BURGLARY-RESIDENCE,132911766,10/18/2013,1572 HARDEE ST NE,609,Edgewood,O,33.75546,-84.33644
10371,LARCENY-NON VEHICLE,132911795,10/18/2013,645 CASCADE AVE SW,404,Westview,T,33.73783,-84.43553
10372,LARCENY-NON VEHICLE,132911796,10/18/2013,1 MARGRET MITCHELL SQUARE,508,Downtown,M,33.75774,-84.38844
10373,LARCENY-NON VEHICLE,132911812,10/18/2013,3393 PEACHTREE RD NE @LENOX MALL,210,Lenox,B,33.84676,-84.36212
10374,LARCENY-FROM VEHICLE,132911817,10/18/2013,87 OAKRIDGE AVE SE,611,East Lake,O,33.74973,-84.29428
10375,LARCENY-NON VEHICLE,132911823,10/18/2013,3031 HEADLAND DR SW,411,Greenbriar,R,33.69003,-84.4873
10376,LARCENY-FROM VEHICLE,132911826,10/18/2013,563 MEMORIAL DR SE,605,Grant Park,W,33.7464,-84.36911
10377,LARCENY-NON VEHICLE,132911831,10/18/2013,381 MORELAND AVE SE,606,Ormewood Park,W,33.74357,-84.34957
10378,AUTO THEFT,132911843,10/18/2013,220 26TH ST ,207,Brookwood,E,33.80291,-84.39937
10379,BURGLARY-RESIDENCE,132911942,10/18/2013,747 PEYTON RD SW,406,,I,33.7346,-84.48228
10380,AUTO THEFT,132911980,10/18/2013,530 PARK VALLEY DR NW,109,Center Hill,J,33.76933,-84.46283
10381,LARCENY-NON VEHICLE,132912081,10/18/2013,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,411,Greenbriar,R,33.68845,-84.49328
10382,LARCENY-NON VEHICLE,132912084,10/18/2013,1861 SANDTOWN RD SW,408,Venetian Hills,S,33.71887,-84.44893
10383,LARCENY-FROM VEHICLE,132912160,10/18/2013,153 HERMER CIR NW,111,,I,33.75895,-84.48539
10384,LARCENY-FROM VEHICLE,132912171,10/18/2013,850 OAK ST SW,401,West End,T,33.74057,-84.4168
10385,LARCENY-FROM VEHICLE,132912187,10/18/2013,653 N HIGHLAND AVE NE,602,Poncey-Highland,N,33.7721,-84.3524
10386,LARCENY-FROM VEHICLE,132912196,10/18/2013,370 NORTHSIDE DR NW,103,English Avenue,L,33.76507,-84.4042
10387,BURGLARY-RESIDENCE,132912201,10/18/2013,217 HIPP ST SW,307,Joyland,Y,33.70986,-84.39611
10388,AUTO THEFT,132912211,10/18/2013,688 CUSTER AVE SE,607,Benteen Park,W,33.71732,-84.36551
